fixed_acidity,volatile_acidity,citric_acid,residual_sugar,free_sulfur_dioxide,total_sulfur_dioxide,ph,class
7.6,0.41,0.33,2.5,6.0,23.0,3.3,1
7.8,0.64,0.0,1.9,27.0,55.0,3.31,1
7.9,0.18,0.4,2.2,38.0,67.0,3.33,1
7.4,0.41,0.24,1.8,18.0,47.0,3.37,1
7.6,0.43,0.31,2.1,13.0,74.0,3.26,1
5.9,0.44,0.0,1.6,3.0,11.0,3.48,1
6.1,0.4,0.16,1.8,11.0,25.0,3.42,1
10.2,0.54,0.37,15.4,55.0,95.0,3.18,1
10.2,0.54,0.37,15.4,55.0,95.0,3.18,1
10.0,0.38,0.38,1.6,27.0,90.0,3.15,1
6.8,0.915,0.29,4.8,15.0,39.0,3.53,1
7.0,0.59,0.0,1.7,3.0,8.0,3.41,1
7.3,0.67,0.02,2.2,31.0,92.0,3.32,1
7.2,0.37,0.32,2.0,15.0,28.0,3.23,1
7.4,0.785,0.19,5.2,19.0,98.0,3.16,1
6.9,0.63,0.02,1.9,18.0,30.0,3.4,1
6.9,0.58,0.2,1.75,8.0,22.0,3.38,1
7.3,0.67,0.02,2.2,31.0,92.0,3.32,1
7.4,0.785,0.19,5.2,19.0,98.0,3.16,1
6.9,0.63,0.02,1.9,18.0,30.0,3.4,1
6.8,0.67,0.0,1.9,22.0,39.0,3.4,1
6.9,0.58,0.01,1.9,40.0,54.0,3.4,1
7.2,0.38,0.31,2.0,15.0,29.0,3.23,1
7.2,0.37,0.32,2.0,15.0,28.0,3.23,1
7.8,0.32,0.44,2.7,8.0,17.0,3.33,1
6.6,0.58,0.02,2.0,37.0,53.0,3.35,1
7.6,0.49,0.33,1.9,27.0,85.0,3.41,1
11.7,0.45,0.63,2.2,7.0,23.0,3.21,1
6.5,0.9,0.0,1.6,9.0,17.0,3.5,1
6.0,0.54,0.06,1.8,38.0,89.0,3.3,1
7.6,0.49,0.33,1.9,27.0,85.0,3.41,1
8.4,0.29,0.4,1.7,8.0,20.0,3.39,1
7.9,0.2,0.35,1.7,7.0,15.0,3.32,1
6.4,0.42,0.09,2.3,34.0,64.0,3.41,1
6.2,0.785,0.0,2.1,6.0,13.0,3.59,1
6.8,0.64,0.03,2.3,14.0,31.0,3.36,1
6.9,0.63,0.01,2.4,14.0,39.0,3.34,1
6.8,0.59,0.1,1.7,34.0,53.0,3.41,1
6.8,0.59,0.1,1.7,34.0,53.0,3.41,1
7.3,0.48,0.32,2.1,31.0,54.0,3.3,1
6.7,1.04,0.08,2.3,19.0,32.0,3.52,1
7.3,0.48,0.32,2.1,31.0,54.0,3.3,1
7.3,0.98,0.05,2.1,20.0,49.0,3.31,1
10.0,0.69,0.11,1.4,8.0,24.0,2.88,1
6.7,0.7,0.08,3.75,8.0,16.0,3.43,1
7.6,0.35,0.6,2.6,23.0,44.0,3.38,1
6.1,0.6,0.08,1.8,14.0,45.0,3.38,1
9.9,0.5,0.5,13.8,48.0,82.0,3.16,1
5.3,0.47,0.11,2.2,16.0,89.0,3.54,1
9.9,0.5,0.5,13.8,48.0,82.0,3.16,1
5.3,0.47,0.11,2.2,16.0,89.0,3.54,1
7.1,0.875,0.05,5.7,3.0,14.0,3.4,1
8.2,0.28,0.6,3.0,10.0,22.0,3.39,1
5.6,0.62,0.03,1.5,6.0,13.0,3.66,1
8.2,0.28,0.6,3.0,10.0,22.0,3.39,1
7.2,0.58,0.54,2.1,3.0,9.0,3.33,1
8.1,0.33,0.44,1.5,6.0,12.0,3.35,1
6.8,0.91,0.06,2.0,4.0,11.0,3.53,1
7.0,0.655,0.16,2.1,8.0,25.0,3.37,1
6.8,0.68,0.21,2.1,9.0,23.0,3.38,1
6.0,0.64,0.05,1.9,9.0,17.0,3.52,1
5.6,0.54,0.04,1.7,5.0,13.0,3.72,1
6.2,0.57,0.1,2.1,4.0,11.0,3.44,1
7.1,0.22,0.49,1.8,8.0,18.0,3.39,1
5.6,0.54,0.04,1.7,5.0,13.0,3.72,1
6.2,0.65,0.06,1.6,6.0,18.0,3.57,1
7.7,0.54,0.26,1.9,23.0,147.0,3.26,1
6.4,0.31,0.09,1.4,15.0,28.0,3.42,1
7.0,0.43,0.02,1.9,15.0,28.0,3.35,1
7.7,0.54,0.26,1.9,23.0,147.0,3.26,1
6.9,0.74,0.03,2.3,7.0,16.0,3.45,1
6.6,0.895,0.04,2.3,7.0,13.0,3.53,1
6.9,0.74,0.03,2.3,7.0,16.0,3.45,1
7.5,0.725,0.04,1.5,8.0,15.0,3.26,1
7.8,0.82,0.29,4.3,21.0,64.0,3.16,1
7.3,0.585,0.18,2.4,15.0,60.0,3.31,1
6.2,0.44,0.39,2.5,6.0,14.0,3.51,1
7.5,0.38,0.57,2.3,5.0,12.0,3.36,1
6.7,0.76,0.02,1.8,6.0,12.0,3.55,1
6.8,0.81,0.05,2.0,6.0,14.0,3.51,1
7.5,0.38,0.57,2.3,5.0,12.0,3.36,1
7.1,0.27,0.6,2.1,17.0,25.0,3.38,1
7.9,0.18,0.4,1.8,7.0,20.0,3.28,1
6.4,0.36,0.21,2.2,26.0,48.0,3.47,1
7.1,0.69,0.04,2.1,19.0,27.0,3.44,1
6.4,0.79,0.04,2.2,11.0,17.0,3.53,1
6.4,0.56,0.15,1.8,17.0,65.0,3.33,1
6.9,0.84,0.21,4.1,16.0,65.0,3.53,1
6.9,0.84,0.21,4.1,16.0,65.0,3.53,1
6.1,0.32,0.25,2.3,23.0,58.0,3.42,1
6.5,0.53,0.06,2.0,29.0,44.0,3.38,1
7.4,0.47,0.46,2.2,7.0,20.0,3.32,1
6.6,0.7,0.08,2.6,14.0,27.0,3.44,1
6.5,0.53,0.06,2.0,29.0,44.0,3.38,1
6.9,0.48,0.2,1.9,9.0,23.0,3.39,1
6.1,0.32,0.25,2.3,23.0,58.0,3.42,1
6.8,0.48,0.25,2.0,29.0,61.0,3.34,1
6.0,0.42,0.19,2.0,22.0,47.0,3.39,1
6.7,0.48,0.08,2.1,18.0,34.0,3.33,1
6.8,0.47,0.08,2.2,18.0,38.0,3.3,1
7.1,0.53,0.07,1.7,15.0,24.0,3.29,1
7.9,0.29,0.49,2.2,21.0,59.0,3.31,1
7.1,0.69,0.08,2.1,42.0,52.0,3.42,1
6.6,0.44,0.09,2.2,9.0,18.0,3.42,1
6.1,0.705,0.1,2.8,13.0,28.0,3.6,1
7.2,0.53,0.13,2.0,18.0,22.0,3.21,1
8.0,0.39,0.3,1.9,32.0,84.0,3.39,1
6.6,0.56,0.14,2.4,13.0,29.0,3.42,1
7.0,0.55,0.13,2.2,15.0,35.0,3.36,1
6.1,0.53,0.08,1.9,24.0,45.0,3.6,1
5.4,0.58,0.08,1.9,20.0,31.0,3.5,1
6.2,0.64,0.09,2.5,15.0,26.0,3.57,1
7.2,0.39,0.32,1.8,34.0,60.0,3.46,1
6.2,0.52,0.08,4.4,11.0,32.0,3.56,1
7.4,0.25,0.29,2.2,19.0,49.0,3.4,1
6.7,0.855,0.02,1.9,29.0,38.0,3.3,1
11.1,0.44,0.42,2.2,14.0,19.0,3.25,1
8.4,0.37,0.43,2.3,12.0,19.0,3.17,1
6.5,0.63,0.33,1.8,16.0,28.0,3.36,1
7.0,0.57,0.02,2.0,17.0,26.0,3.36,1
6.3,0.6,0.1,1.6,12.0,26.0,3.55,1
11.2,0.4,0.5,2.0,19.0,50.0,3.1,1
7.4,0.36,0.3,1.8,17.0,24.0,3.24,1
7.1,0.68,0.0,2.3,17.0,26.0,3.45,1
7.1,0.67,0.0,2.3,18.0,27.0,3.44,1
6.3,0.68,0.01,3.7,32.0,54.0,3.51,1
7.3,0.735,0.0,2.2,18.0,28.0,3.41,1
6.6,0.855,0.02,2.4,15.0,23.0,3.54,1
7.0,0.56,0.17,1.7,15.0,24.0,3.44,1
6.6,0.88,0.04,2.2,12.0,20.0,3.53,1
6.6,0.855,0.02,2.4,15.0,23.0,3.54,1
6.9,0.63,0.33,6.7,66.0,115.0,3.22,1
7.8,0.6,0.26,2.0,31.0,131.0,3.21,1
7.8,0.6,0.26,2.0,31.0,131.0,3.21,1
7.8,0.6,0.26,2.0,31.0,131.0,3.21,1
7.2,0.695,0.13,2.0,12.0,20.0,3.29,1
7.2,0.695,0.13,2.0,12.0,20.0,3.29,1
7.2,0.695,0.13,2.0,12.0,20.0,3.29,1
6.7,0.67,0.02,1.9,26.0,42.0,3.39,1
6.7,0.16,0.64,2.1,24.0,52.0,3.34,1
7.2,0.695,0.13,2.0,12.0,20.0,3.29,1
7.0,0.56,0.13,1.6,25.0,42.0,3.34,1
6.2,0.51,0.14,1.9,15.0,34.0,3.48,1
6.4,0.36,0.53,2.2,19.0,35.0,3.37,1
6.4,0.38,0.14,2.2,15.0,25.0,3.44,1
7.3,0.69,0.32,2.2,35.0,104.0,3.33,1
6.0,0.58,0.2,2.4,15.0,50.0,3.58,1
5.6,0.31,0.78,13.9,23.0,92.0,3.39,1
7.5,0.52,0.4,2.2,12.0,20.0,3.26,1
8.0,0.3,0.63,1.6,16.0,29.0,3.3,1
6.2,0.7,0.15,5.1,13.0,27.0,3.54,1
6.8,0.67,0.15,1.8,13.0,20.0,3.42,1
6.2,0.56,0.09,1.7,24.0,32.0,3.54,1
7.4,0.35,0.33,2.4,9.0,26.0,3.36,1
6.2,0.56,0.09,1.7,24.0,32.0,3.54,1
6.1,0.715,0.1,2.6,13.0,27.0,3.57,1
6.2,0.46,0.29,2.1,32.0,98.0,3.33,1
6.7,0.32,0.44,2.4,24.0,34.0,3.29,1
7.2,0.39,0.44,2.6,22.0,48.0,3.3,1
7.5,0.31,0.41,2.4,34.0,60.0,3.34,1
5.8,0.61,0.11,1.8,18.0,28.0,3.55,1
7.2,0.66,0.33,2.5,34.0,102.0,3.27,1
6.6,0.725,0.2,7.8,29.0,79.0,3.29,1
6.3,0.55,0.15,1.8,26.0,35.0,3.32,1
5.4,0.74,0.09,1.7,16.0,26.0,3.67,1
6.3,0.51,0.13,2.3,29.0,40.0,3.42,1
6.8,0.62,0.08,1.9,28.0,38.0,3.42,1
6.2,0.6,0.08,2.0,32.0,44.0,3.45,1
5.9,0.55,0.1,2.2,39.0,51.0,3.52,1
6.3,0.51,0.13,2.3,29.0,40.0,3.42,1
5.9,0.645,0.12,2.0,32.0,44.0,3.57,1
6.0,0.31,0.47,3.6,18.0,42.0,3.39,1
7.0,0.27,0.36,20.7,45.0,170.0,3.0,0
6.3,0.3,0.34,1.6,14.0,132.0,3.3,0
8.1,0.28,0.4,6.9,30.0,97.0,3.26,0
7.2,0.23,0.32,8.5,47.0,186.0,3.19,0
7.2,0.23,0.32,8.5,47.0,186.0,3.19,0
8.1,0.28,0.4,6.9,30.0,97.0,3.26,0
6.2,0.32,0.16,7.0,30.0,136.0,3.18,0
7.0,0.27,0.36,20.7,45.0,170.0,3.0,0
6.3,0.3,0.34,1.6,14.0,132.0,3.3,0
8.1,0.22,0.43,1.5,28.0,129.0,3.22,0
8.1,0.27,0.41,1.45,11.0,63.0,2.99,0
8.6,0.23,0.4,4.2,17.0,109.0,3.14,0
7.9,0.18,0.37,1.2,16.0,75.0,3.18,0
6.6,0.16,0.4,1.5,48.0,143.0,3.54,0
8.3,0.42,0.62,19.25,41.0,172.0,2.98,0
6.6,0.17,0.38,1.5,28.0,112.0,3.25,0
6.3,0.48,0.04,1.1,30.0,99.0,3.24,0
6.2,0.66,0.48,1.2,29.0,75.0,3.33,0
7.4,0.34,0.42,1.1,17.0,171.0,3.12,0
6.5,0.31,0.14,7.5,34.0,133.0,3.22,0
6.2,0.66,0.48,1.2,29.0,75.0,3.33,0
6.4,0.31,0.38,2.9,19.0,102.0,3.17,0
6.8,0.26,0.42,1.7,41.0,122.0,3.47,0
7.6,0.67,0.14,1.5,25.0,168.0,3.05,0
6.6,0.27,0.41,1.3,16.0,142.0,3.42,0
7.0,0.25,0.32,9.0,56.0,245.0,3.25,0
6.9,0.24,0.35,1.0,35.0,146.0,3.45,0
7.0,0.28,0.39,8.7,32.0,141.0,3.38,0
7.4,0.27,0.48,1.1,17.0,132.0,3.19,0
7.2,0.32,0.36,2.0,37.0,114.0,3.1,0
8.5,0.24,0.39,10.4,20.0,142.0,3.2,0
8.3,0.14,0.34,1.1,7.0,47.0,3.47,0
7.4,0.25,0.36,2.05,31.0,100.0,3.19,0
6.2,0.12,0.34,1.5,43.0,117.0,3.42,0
5.8,0.27,0.2,14.95,22.0,179.0,3.37,0
7.3,0.28,0.43,1.7,21.0,123.0,3.19,0
6.5,0.39,0.23,5.4,25.0,149.0,3.24,0
7.0,0.33,0.32,1.2,38.0,138.0,3.13,0
7.3,0.24,0.39,17.95,45.0,149.0,3.21,0
7.3,0.24,0.39,17.95,45.0,149.0,3.21,0
6.7,0.23,0.39,2.5,63.0,158.0,3.11,0
6.7,0.24,0.39,2.9,63.0,157.0,3.1,0
7.0,0.31,0.26,7.4,28.0,160.0,3.13,0
6.6,0.24,0.27,1.4,33.0,152.0,3.22,0
6.7,0.23,0.26,1.4,33.0,154.0,3.24,0
7.4,0.18,0.31,1.4,38.0,167.0,3.16,0
6.2,0.45,0.26,4.4,63.0,206.0,3.27,0
6.2,0.46,0.25,4.4,62.0,207.0,3.25,0
7.0,0.31,0.26,7.4,28.0,160.0,3.13,0
6.9,0.19,0.35,5.0,32.0,150.0,3.36,0
7.2,0.19,0.31,1.6,31.0,173.0,3.35,0
6.6,0.25,0.29,1.1,39.0,124.0,3.34,0
6.2,0.16,0.33,1.1,21.0,82.0,3.32,0
6.4,0.18,0.35,1.0,39.0,108.0,3.31,0
6.8,0.2,0.59,0.9,38.0,132.0,3.05,0
6.9,0.25,0.35,1.3,29.0,191.0,3.13,0
7.2,0.21,0.34,11.9,37.0,213.0,3.09,0
6.0,0.19,0.26,12.4,50.0,147.0,3.3,0
6.6,0.38,0.15,4.6,25.0,78.0,3.11,0
7.4,0.2,0.36,1.2,44.0,111.0,3.36,0
6.8,0.22,0.24,4.9,30.0,123.0,3.03,0
6.0,0.19,0.26,12.4,50.0,147.0,3.3,0
7.0,0.47,0.07,1.1,17.0,151.0,3.02,0
6.6,0.38,0.15,4.6,25.0,78.0,3.11,0
7.2,0.24,0.27,1.4,31.0,122.0,3.15,0
6.2,0.35,0.03,1.2,29.0,120.0,3.22,0
6.4,0.26,0.24,6.4,27.0,124.0,3.22,0
6.7,0.25,0.13,1.2,81.0,174.0,3.14,0
6.7,0.23,0.31,2.1,30.0,96.0,3.33,0
7.4,0.24,0.29,10.1,21.0,105.0,3.13,0
6.2,0.27,0.43,7.8,48.0,244.0,3.1,0
6.8,0.3,0.23,4.6,50.5,238.5,3.32,0
6.0,0.27,0.28,4.8,31.0,201.0,3.69,0
8.6,0.23,0.46,1.0,9.0,72.0,2.95,0
6.7,0.23,0.31,2.1,30.0,96.0,3.33,0
7.4,0.24,0.29,10.1,21.0,105.0,3.13,0
7.1,0.18,0.36,1.4,31.0,87.0,3.26,0
7.0,0.32,0.34,1.3,20.0,69.0,3.31,0
7.4,0.18,0.3,8.8,26.0,103.0,2.94,0
6.7,0.54,0.28,5.4,21.0,105.0,3.27,0
6.8,0.22,0.31,1.4,34.0,114.0,3.39,0
7.1,0.2,0.34,16.0,51.0,166.0,3.21,0
7.1,0.34,0.2,6.1,47.0,164.0,3.17,0
7.3,0.22,0.3,8.2,42.0,207.0,3.33,0
7.1,0.43,0.61,11.8,54.0,155.0,3.11,0
7.1,0.44,0.62,11.8,52.0,152.0,3.12,0
7.2,0.39,0.63,11.0,55.0,156.0,3.09,0
6.8,0.25,0.31,13.3,69.0,202.0,3.22,0
7.1,0.43,0.61,11.8,54.0,155.0,3.11,0
7.1,0.44,0.62,11.8,52.0,152.0,3.12,0
7.2,0.39,0.63,11.0,55.0,156.0,3.09,0
6.1,0.27,0.43,7.5,65.0,243.0,3.12,0
6.9,0.24,0.33,1.7,47.0,136.0,3.26,0
6.9,0.21,0.33,1.8,48.0,136.0,3.25,0
7.5,0.17,0.32,1.7,51.0,148.0,3.21,0
7.1,0.26,0.29,12.4,62.0,240.0,3.04,0
6.0,0.34,0.66,15.9,26.0,164.0,3.14,0
8.6,0.265,0.36,1.2,15.0,80.0,2.95,0
9.8,0.36,0.46,10.5,4.0,83.0,2.89,0
6.0,0.34,0.66,15.9,26.0,164.0,3.14,0
7.4,0.25,0.37,13.5,52.0,192.0,3.0,0
7.1,0.12,0.32,9.6,64.0,162.0,3.4,0
6.0,0.21,0.24,12.1,55.0,164.0,3.34,0
7.5,0.305,0.4,18.9,44.0,170.0,2.99,0
7.4,0.25,0.37,13.5,52.0,192.0,3.0,0
7.3,0.13,0.32,14.4,34.0,109.0,3.2,0
7.1,0.12,0.32,9.6,64.0,162.0,3.4,0
7.1,0.23,0.35,16.5,60.0,171.0,3.16,0
7.1,0.23,0.35,16.5,60.0,171.0,3.16,0
6.9,0.33,0.28,1.3,37.0,187.0,3.27,0
6.5,0.17,0.54,8.5,64.0,163.0,2.89,0
7.2,0.27,0.46,18.75,45.0,255.0,3.04,0
7.2,0.31,0.5,13.3,68.0,195.0,3.01,0
6.7,0.41,0.34,9.2,29.0,150.0,3.22,0
6.7,0.41,0.34,9.2,29.0,150.0,3.22,0
5.5,0.485,0.0,1.5,8.0,103.0,3.63,0
6.0,0.31,0.24,3.3,25.0,143.0,3.31,0
7.0,0.14,0.4,1.7,16.0,85.0,3.19,0
7.2,0.31,0.5,13.3,68.0,195.0,3.01,0
7.3,0.32,0.48,13.3,57.0,196.0,3.04,0
5.9,0.36,0.04,5.7,21.0,87.0,3.22,0
7.8,0.24,0.32,12.2,42.0,138.0,3.01,0
7.4,0.16,0.31,6.85,31.0,131.0,3.29,0
6.9,0.19,0.28,5.0,14.0,146.0,3.29,0
6.4,0.13,0.47,1.6,40.0,158.0,3.21,0
6.7,0.19,0.36,1.1,63.0,143.0,3.27,0
7.4,0.39,0.23,7.0,29.0,126.0,3.14,0
6.5,0.24,0.32,7.6,48.0,203.0,3.45,0
6.1,0.3,0.56,2.8,47.0,179.0,3.3,0
6.1,0.3,0.56,2.7,46.0,184.0,3.31,0
5.7,0.26,0.25,10.4,7.0,57.0,3.39,0
6.5,0.24,0.32,7.6,48.0,203.0,3.45,0
6.5,0.425,0.4,13.1,59.0,241.0,3.23,0
6.6,0.24,0.27,15.8,46.0,188.0,3.24,0
6.8,0.27,0.22,8.1,55.0,203.0,3.19,0
6.7,0.27,0.31,15.7,44.0,179.0,3.26,0
8.2,0.23,0.4,1.2,36.0,121.0,3.12,0
7.1,0.37,0.67,10.5,49.0,155.0,3.16,0
6.8,0.19,0.36,1.9,30.0,96.0,3.15,0
8.1,0.28,0.39,1.9,18.0,79.0,3.23,0
6.3,0.31,0.34,2.2,20.0,77.0,3.3,0
7.1,0.37,0.67,10.5,49.0,155.0,3.16,0
7.9,0.21,0.4,1.2,38.0,107.0,3.21,0
8.5,0.21,0.41,4.3,24.0,99.0,3.18,0
8.1,0.2,0.4,2.0,19.0,87.0,3.12,0
6.3,0.255,0.37,1.1,37.0,114.0,3.0,0
5.6,0.16,0.27,1.4,53.0,168.0,3.28,0
6.4,0.595,0.14,5.2,15.0,97.0,3.38,0
6.3,0.34,0.33,4.6,19.0,80.0,3.38,0
6.9,0.25,0.3,4.1,23.0,116.0,2.99,0
7.9,0.22,0.38,8.0,46.0,152.0,3.12,0
7.6,0.18,0.46,10.2,58.0,135.0,3.14,0
6.9,0.25,0.3,4.1,23.0,116.0,2.99,0
7.2,0.18,0.41,1.2,41.0,97.0,3.14,0
8.2,0.23,0.4,7.5,12.0,76.0,3.06,0
7.4,0.24,0.42,14.0,48.0,198.0,2.89,0
7.4,0.24,0.42,14.0,48.0,198.0,2.89,0
6.1,0.32,0.24,1.5,38.0,124.0,3.29,0
5.2,0.44,0.04,1.4,43.0,119.0,3.36,0
5.2,0.44,0.04,1.4,43.0,119.0,3.36,0
6.1,0.32,0.24,1.5,38.0,124.0,3.29,0
6.4,0.22,0.56,14.5,27.0,159.0,2.98,0
6.3,0.36,0.3,4.8,14.0,85.0,3.28,0
7.4,0.24,0.42,14.0,48.0,198.0,2.89,0
6.7,0.24,0.35,13.1,64.0,205.0,3.15,0
7.0,0.23,0.36,13.0,72.0,177.0,3.16,0
8.4,0.27,0.46,8.7,39.0,197.0,3.14,0
6.7,0.46,0.18,2.4,25.0,98.0,3.08,0
7.5,0.29,0.31,8.95,20.0,151.0,3.08,0
9.8,0.42,0.48,9.85,5.0,110.0,2.87,0
7.1,0.3,0.46,1.5,29.0,133.0,3.12,0
7.9,0.19,0.45,1.5,17.0,96.0,3.13,0
7.6,0.48,0.37,0.8,4.0,100.0,3.03,0
6.3,0.22,0.43,4.55,31.0,130.0,3.35,0
7.5,0.27,0.31,17.7,33.0,173.0,3.09,0
6.9,0.23,0.4,7.5,50.0,151.0,3.11,0
7.2,0.32,0.47,5.1,19.0,65.0,3.03,0
5.9,0.23,0.3,12.9,57.0,170.0,3.28,0
6.0,0.67,0.07,1.2,9.0,108.0,3.11,0
6.4,0.25,0.32,5.5,41.0,176.0,3.19,0
6.4,0.33,0.31,5.5,42.0,173.0,3.19,0
7.1,0.34,0.15,1.2,61.0,183.0,3.09,0
6.8,0.28,0.4,22.0,48.0,167.0,2.93,0
6.9,0.27,0.4,14.0,64.0,227.0,3.18,0
6.8,0.26,0.56,11.9,64.0,226.0,3.02,0
6.8,0.29,0.56,11.9,66.0,230.0,3.02,0
6.7,0.24,0.41,9.4,49.0,166.0,3.12,0
5.9,0.3,0.23,4.2,42.0,119.0,3.15,0
6.8,0.53,0.35,3.8,26.0,109.0,3.26,0
6.5,0.28,0.28,8.5,54.0,210.0,3.09,0
6.6,0.28,0.28,8.5,55.0,211.0,3.09,0
6.8,0.28,0.4,22.0,48.0,167.0,2.93,0
6.8,0.28,0.36,8.0,28.0,123.0,3.02,0
6.6,0.15,0.34,5.1,34.0,125.0,3.36,0
6.4,0.29,0.44,3.6,75.0,181.0,3.02,0
6.4,0.3,0.45,3.5,76.0,180.0,3.02,0
6.4,0.29,0.44,3.6,75.0,183.0,3.01,0
6.8,0.26,0.24,7.8,54.0,214.0,3.13,0
7.1,0.32,0.24,13.1,52.0,204.0,3.1,0
6.8,0.26,0.24,7.8,54.0,214.0,3.13,0
6.8,0.27,0.26,16.1,55.0,196.0,3.15,0
7.1,0.32,0.24,13.1,52.0,204.0,3.1,0
6.9,0.54,0.32,13.2,53.0,236.0,3.2,0
6.8,0.26,0.34,13.9,39.0,134.0,3.33,0
5.8,0.28,0.35,2.3,36.0,114.0,3.28,0
6.4,0.21,0.5,11.6,45.0,153.0,3.15,0
7.0,0.16,0.32,8.3,38.0,126.0,3.21,0
10.2,0.44,0.88,6.2,20.0,124.0,2.99,0
6.8,0.57,0.29,2.2,15.0,77.0,3.32,0
6.1,0.4,0.31,0.9,23.0,170.0,3.22,0
5.6,0.245,0.25,9.7,12.0,68.0,3.31,0
6.8,0.18,0.38,1.4,35.0,111.0,3.32,0
7.0,0.16,0.32,8.3,38.0,126.0,3.21,0
6.7,0.13,0.29,5.3,31.0,122.0,3.44,0
6.2,0.25,0.25,1.4,35.0,105.0,3.3,0
5.8,0.26,0.24,9.2,55.0,152.0,3.31,0
7.5,0.27,0.36,7.0,45.0,164.0,3.03,0
5.8,0.26,0.24,9.2,55.0,152.0,3.31,0
5.7,0.28,0.24,17.5,60.0,167.0,3.31,0
7.5,0.23,0.36,7.0,43.0,161.0,3.04,0
7.5,0.27,0.36,7.0,45.0,164.0,3.03,0
7.2,0.685,0.21,9.5,33.0,172.0,3.0,0
6.2,0.25,0.25,1.4,35.0,105.0,3.3,0
6.5,0.19,0.3,0.8,33.0,144.0,3.42,0
6.3,0.495,0.22,1.8,31.0,140.0,3.39,0
7.1,0.24,0.41,17.8,39.0,145.0,3.32,0
6.4,0.17,0.32,2.4,41.0,200.0,3.5,0
7.1,0.25,0.32,10.3,66.0,272.0,3.17,0
6.4,0.17,0.32,2.4,41.0,200.0,3.5,0
7.1,0.24,0.41,17.8,39.0,145.0,3.32,0
6.8,0.64,0.08,9.7,26.0,142.0,3.37,0
8.3,0.28,0.4,7.8,38.0,194.0,3.34,0
8.2,0.27,0.39,7.8,49.0,208.0,3.31,0
7.2,0.23,0.38,14.3,55.0,194.0,3.09,0
7.2,0.23,0.38,14.3,55.0,194.0,3.09,0
7.2,0.23,0.38,14.3,55.0,194.0,3.09,0
7.2,0.23,0.38,14.3,55.0,194.0,3.09,0
6.8,0.52,0.32,13.2,54.0,221.0,3.27,0
7.0,0.26,0.59,1.4,40.0,120.0,3.34,0
6.2,0.25,0.21,15.55,28.0,159.0,3.48,0
7.3,0.32,0.23,13.7,49.0,197.0,3.2,0
7.7,0.31,0.26,7.8,23.0,90.0,3.13,0
7.1,0.21,0.37,2.4,23.0,100.0,3.15,0
6.8,0.24,0.34,2.7,64.5,218.5,3.3,0
6.9,0.4,0.56,11.2,40.0,142.0,3.14,0
6.1,0.18,0.36,2.0,20.0,249.5,3.37,0
6.8,0.21,0.27,2.1,26.0,139.0,3.16,0
5.8,0.2,0.27,1.4,12.0,77.0,3.25,0
5.6,0.19,0.26,1.4,12.0,76.0,3.25,0
6.1,0.41,0.14,10.4,18.0,119.0,3.38,0
5.9,0.21,0.28,4.6,40.0,199.0,3.72,0
8.5,0.26,0.21,16.2,41.0,197.0,3.02,0
6.9,0.4,0.56,11.2,40.0,142.0,3.14,0
5.8,0.24,0.44,3.5,5.0,109.0,3.53,0
5.8,0.24,0.39,1.5,37.0,158.0,3.21,0
6.7,0.26,0.39,1.1,45.0,147.0,3.32,0
6.3,0.35,0.3,5.7,8.0,97.0,3.27,0
6.3,0.35,0.3,5.7,8.0,97.0,3.27,0
6.4,0.23,0.39,1.8,23.0,118.0,3.32,0
5.8,0.36,0.38,0.9,3.0,75.0,3.28,0
6.9,0.115,0.35,5.4,36.0,108.0,3.32,0
6.9,0.29,0.4,19.45,36.0,156.0,2.93,0
6.9,0.28,0.4,8.2,15.0,95.0,3.17,0
7.2,0.29,0.4,13.6,66.0,231.0,3.08,0
6.2,0.24,0.35,1.2,22.0,167.0,3.1,0
6.9,0.29,0.4,19.45,36.0,156.0,2.93,0
6.9,0.32,0.26,8.3,32.0,180.0,3.25,0
5.3,0.58,0.07,6.9,34.0,149.0,3.34,0
5.3,0.585,0.07,7.1,34.0,145.0,3.34,0
5.4,0.59,0.07,7.0,36.0,147.0,3.34,0
6.9,0.32,0.26,8.3,32.0,180.0,3.25,0
5.2,0.6,0.07,7.0,33.0,147.0,3.33,0
5.8,0.25,0.26,13.1,44.0,148.0,3.29,0
6.6,0.58,0.3,5.1,30.0,123.0,3.24,0
7.0,0.29,0.54,10.7,59.0,234.0,3.05,0
6.6,0.19,0.41,8.9,51.0,169.0,3.14,0
6.7,0.2,0.41,9.1,50.0,166.0,3.14,0
7.7,0.26,0.4,1.1,9.0,60.0,2.89,0
6.8,0.32,0.34,1.2,14.0,67.0,3.05,0
7.0,0.3,0.49,4.7,17.0,105.0,3.26,0
7.0,0.24,0.36,2.8,22.0,112.0,3.19,0
6.1,0.31,0.58,5.0,36.0,114.0,3.3,0
6.8,0.44,0.37,5.1,46.0,201.0,3.08,0
6.7,0.34,0.3,15.6,51.0,196.0,3.19,0
7.1,0.35,0.24,15.4,46.0,198.0,3.12,0
7.3,0.32,0.25,7.2,47.0,180.0,3.08,0
6.5,0.28,0.33,15.7,51.0,190.0,3.22,0
7.2,0.23,0.39,14.2,49.0,192.0,2.98,0
7.2,0.23,0.39,14.2,49.0,192.0,2.98,0
7.2,0.23,0.39,14.2,49.0,192.0,2.98,0
7.2,0.23,0.39,14.2,49.0,192.0,2.98,0
5.9,0.15,0.31,5.8,53.0,155.0,3.52,0
